Contig ,MW_10,MW_9,MW_1,MW_2,MW_3,MW_5,MW_6,MW_7,MW_8,MD_11,MD_12,MD_13,MD_14,MD_15,MD_16,MD_17,MD_18,Log2FC(+We),DE/NDE(+We),DE/NDE(no We)
Ref_080R_comp27895_c0_seq1,0.705,0.629,0.422,0.825,0.579,1.099,1.939,0,0.768,0.292,0.597,1,0.883,0.439,1.198,1.025,0.315,-0.132,NDE,NDE
Ref_080R_comp13214_c0_seq1,44.002,2.404,6.399,2.815,13.042,15.762,12.796,13.461,9.48,14.334,6.688,12.042,9.406,2.099,9.159,12.313,3.914,-0.722,NDE,NDE
Ref_25_comp2466_c0_seq1,42.853,58.963,57.409,45.377,45.294,52.497,46.199,49.385,49.608,51.608,48.25,59.288,51.246,51.912,55.546,49.53,66.588,-0.042,NDE,NDE
Ref_25_comp4725_c0_seq1,32.984,48.697,49.181,25.794,38.402,40.861,35.508,40.76,39.427,40.721,34.178,48.66,38.229,34.979,30.587,33.873,48.208,-0.161,NDE,NDE
Ref_259_comp19082_c0_seq1,1.099,1.087,1.756,0.954,1.418,1.317,0.567,3.774,1.297,1.283,1.382,1.317,1.226,1.707,1.293,1.212,1.479,-0.186,NDE,NDE
Ref_25_comp24667_c0_seq1,1.325,5.456,2,0.848,1.58,2.199,0.794,0.718,1.064,0.494,1.661,1.439,0.961,7.156,1.802,1.239,6.798,0.448,NDE,NDE
Ref_080R_comp24166_c0_seq1,1.176,11.023,2.36,1.475,2.256,1.564,1.802,0.744,2.711,3.17,1.496,3.005,1.106,11.823,3.832,2.994,5.521,0.5,NDE,NDE
Ref_220_comp1437_c0_seq1,0.033,0.017,0.024,0.075,0.231,0.032,0.013,0,0.03,0.021,0.072,0.042,0.027,0.023,0.07,0.082,0,-0.418,NDE,NDE
Ref_25_comp1128_c0_seq1,83.432,80.643,129.858,69.714,78.67,81.105,106.542,95.033,89.625,87.272,97.845,105.126,108.057,56.132,91.266,98.317,91.762,-0.157,NDE,NDE
Ref_259_comp2124_c0_seq1,13.547,2.341,14.533,13.605,0.932,1.488,1.561,14.133,1.293,0.157,1.717,0.966,0.305,0.353,0.428,2.042,0.824,-3.104,NDE,NDE
Ref_220_comp26556_c0_seq1,0.707,0,0,0.355,0.436,0,0,0,0.631,0,0,0,0,0.083,0,0,0,-4.632,NDE,NDE
Ref_25_comp28511_c0_seq1,0.848,0.284,1.3,0.681,0.511,0.469,0.859,0.674,0.706,1.266,0.616,1.444,0.547,0.793,1.298,0.811,1.137,0.293,NDE,NDE
Ref_259_comp26067_c0_seq1,0.131,0.263,0.941,0.69,0.036,0.167,0.698,0.473,0.234,1.466,0.285,0.725,0.281,0.184,0.408,0.762,0.79,0.51,NDE,NDE
Ref_259_comp27743_c0_seq1,0.332,0.21,0.998,0.145,0.589,0.178,0.321,0.889,0.218,0.261,0.114,0.223,0.338,0.465,0.341,0.196,0.316,-0.737,NDE,NDE
Ref_259_comp30100_c0_seq1,1.732,0.116,1.244,0.608,0.474,0.295,1.199,1.876,0.309,0.861,0.629,0.885,0.744,0.486,0.098,0.719,0.348,-0.626,NDE,NDE
Ref_259_comp35306_c0_seq1,0.498,0.53,0.706,0.463,0.458,0.618,0.281,1.176,0.262,1.131,0.799,0.449,0.992,0.411,0.648,0.658,1.032,0.327,NDE,NDE
Ref_220_comp1084_c0_seq1,154.796,155.814,242.555,201.918,125.226,143.873,204.332,139.677,133.115,147.405,245.672,146.878,155.426,137.721,217.942,245.009,156.404,-0.05,NDE,NDE
Ref_220_comp4467_c0_seq1,19.087,23.545,32.701,20.867,27.454,22.426,23.406,26.761,27.453,22.965,21.369,30.146,21.301,25.312,27.059,23.662,22.697,-0.204,NDE,NDE
Ref_259_comp7189_c0_seq1,3.762,2.827,3.226,0.949,2.394,1.224,0.601,1.736,4.893,4.015,4.285,3.471,2.972,5.412,4.599,3.327,5.272,0.724,NDE,NDE
Ref_259_comp16133_c0_seq1,0.735,0.693,4.12,2.069,2.16,2.061,2.722,2.099,0.377,2.784,1.311,1.721,2.297,0.312,2.337,1.818,1.333,-0.417,NDE,NDE
Ref_25_comp1041_c0_seq1,23.656,17.847,25.914,11.549,19.502,17.856,13.885,20.342,16.421,17.728,19.409,24.355,21.095,13.094,18.665,19.527,16.273,-0.148,NDE,NDE
Ref_25_comp10371_c0_seq1,9.481,10.577,9.735,8.175,7.538,9.712,8.386,11.077,12.2,17.494,9.036,14.176,11.758,17.182,10.628,13.228,13.754,0.305,NDE,NDE
Ref_080R_comp19150_c0_seq1,2.987,7.587,1.098,1.296,1.647,2.961,3.257,1.638,1.975,0.219,1.839,1.302,0.736,0.542,1.105,0.679,1.449,-1.592,NDE,NDE
Ref_220_comp7454_c0_seq1,9.094,19.65,17.353,9.519,11.863,9.043,10.583,17.137,17.401,27.046,18.529,18.43,20.814,19.962,16.465,14.456,20.545,0.342,NDE,NDE
Ref_259_comp22704_c0_seq1,0.84,0.487,1.196,0.657,1.249,1.258,1.42,0.876,1.269,1.809,1.303,1.032,1.562,1.224,1.456,1.027,1.138,0.181,NDE,NDE
Ref_080R_comp6193_c0_seq1,15.146,5.107,0.975,15.477,11.057,11.345,21.608,4.869,13.235,4.288,3.973,4.908,4.736,3.884,4.083,4.156,4.974,-1.613,NDE,NDE
Ref_25_comp14122_c0_seq1,0.755,3.034,1.629,1.023,2.608,2.073,4.528,4.83,7.751,18.041,4.364,2.509,3.409,4.874,1.926,4.661,9.574,0.701,NDE,NDE
Ref_25_comp201_c0_seq1,1022.698,460.974,401.725,502.562,779.283,573.754,699.274,1047.467,795.718,828.696,661.276,498.593,694.052,457.211,475.614,558.815,492.565,-0.371,NDE,NDE
Ref_080R_comp13593_c0_seq1,3.797,2.037,5.383,1.33,2.43,3.552,3.566,3.769,4.732,4.398,3.538,4.59,4.204,1.626,2.71,3.179,2.303,-0.144,NDE,NDE
Ref_220_comp4707_c0_seq1,13.999,13.562,16.19,9.919,13.434,13.841,11.413,16.249,8.576,15.481,12.776,16.556,18.286,20.214,9.853,19.175,16.825,0.122,NDE,NDE
Ref_259_comp12721_c0_seq1,1.489,1.159,1.748,0.528,0.843,0.758,1.224,1.543,0.674,1.221,1.446,1.516,1.13,1.438,0.935,0.941,1.302,0.004,NDE,NDE
Ref_220_comp20315_c0_seq1,2.324,2.686,2.804,1.584,1.586,2.379,2.873,2.946,1.252,2.563,2.151,2.912,2.897,2.029,2.236,2.979,2.161,0.012,NDE,NDE
Ref_25_comp21579_c0_seq1,0.232,3.465,0.629,0.155,1.207,0.674,0.906,0.167,1.264,2.243,0.225,2.5,1.577,1.517,3.043,2.488,1.865,0.751,NDE,NDE
Ref_25_comp15714_c0_seq1,29.633,14.312,6.69,5.51,12.707,9.916,3.992,6.717,35.863,8.946,1.824,21.177,10.074,9.28,47.036,18.045,9.312,0.126,NDE,NDE
Ref_25_comp1552_c0_seq1,0.267,9.464,0.169,3.957,3.266,6.719,0.168,3.358,4.324,7.326,8.104,7.77,7.354,9.634,8.974,6.964,9.594,0.904,NDE,NDE
Ref_25_comp13_c0_seq1,250.364,331.141,2.69,9.924,178.848,258.867,8.755,9.993,181.995,166.927,226.803,139.94,177.812,257.844,255.767,210.703,159.795,0.395,NDE,NDE
Ref_080R_comp13971_c0_seq1,4.957,16.412,10.41,2.22,4.415,4.03,8.487,8.952,17.846,14.606,4.631,17.032,6.752,16.056,9.529,15.52,10.683,0.41,NDE,NDE
Ref_25_comp15328_c0_seq1,5.32,6.83,5.264,3.084,4.23,2.728,3.066,1.512,4.201,3.254,3.802,4.344,2.249,6.36,3.632,2.935,4.474,-0.232,NDE,NDE
Ref_080R_comp17170_c0_seq1,3.225,2.298,4.336,1.174,1.54,1.594,4.323,6.088,2.97,3.753,1.928,4.119,4.192,1.897,3.979,2.788,3.349,0,NDE,NDE
Ref_259_comp3095_c0_seq1,41.103,45.385,48.997,57.34,54.388,48.62,39.177,47.264,52.64,53.431,35.906,50.863,43.868,48.318,45.91,49.981,59.073,-0.145,NDE,NDE
Ref_25_comp20551_c0_seq1,0.534,18.482,5.504,0.491,5.321,10.84,0.095,0.643,0.742,0.148,5.76,15.622,2.105,0,5.703,2.591,0.179,-0.234,NDE,NDE
Ref_259_comp28087_c0_seq1,2.166,1.442,1.231,0.615,0.999,1.241,0.53,0.958,1.439,1.237,0.795,1.919,0.392,1.488,1.24,0.923,1.622,-0.055,NDE,NDE
Ref_259_comp16265_c0_seq1,10.549,6.648,5.756,3.631,6.181,5.48,5.336,10.702,7.659,8.166,6.544,7.059,8.455,4.564,5.604,7.781,6.66,-0.138,NDE,NDE
Ref_259_comp3611_c0_seq1,28.867,36.382,44.937,31.812,39.375,34.897,31.995,28.719,35.737,38.713,35.95,38.108,34.7,49.99,40.766,34.768,40.184,0.027,NDE,NDE
Ref_220_comp20765_c0_seq1,1.579,0.715,0.156,0.21,2.24,0.138,1.064,1.779,7.1,2.619,0.068,0.514,5.889,5.082,2.027,1.795,7.008,0.851,NDE,NDE
Ref_25_comp6691_c0_seq1,15.977,17.619,16.948,7.2,9.981,10.459,17.109,18.164,11.569,17.711,17.08,18.824,14.414,12.826,9.562,12.361,17.201,-0.062,NDE,NDE
Ref_25_comp26489_c0_seq1,0.734,3.34,1.3,1.693,1.246,1.467,0.821,0.477,0.785,1.582,1.279,2.311,1.025,3.018,1.247,1.646,3.05,0.341,NDE,NDE
Ref_259_comp10679_c0_seq1,8.795,12.196,11.52,9.109,7.554,11.932,12.637,13.761,9.394,7.407,10.531,12.793,9.978,10.177,11.799,9.463,12.257,-0.173,NDE,NDE
Ref_220_comp7885_c0_seq1,0.38,1.262,2.378,2.195,3.939,1.772,0.341,0.334,0.783,0.59,0.362,0.727,0.726,0.998,1.089,0.562,1.05,-1.356,NDE,NDE
Ref_080R_comp161_c0_seq1,309.433,735.286,353.648,367.706,387.889,361.659,345.442,279.941,339.444,413.331,461.008,504.438,430.432,442.816,479.311,343.297,393.801,-0.01,NDE,NDE
Ref_220_comp35146_c0_seq1,1.647,5.276,0.761,2.242,2.643,2.503,1.253,0.595,1.679,1.268,2.564,2.904,1.264,0.55,3.932,1.564,0.789,-0.261,NDE,NDE
Ref_259_comp1730_c0_seq1,50.266,54.246,63.105,24.599,43.222,11.575,36.708,32.023,10.689,10.76,11.361,13.793,10.347,12.697,11.668,12.541,13.024,-1.596,DE,NDE
Ref_220_comp15711_c0_seq1,1.278,0.848,0.047,0.684,0.748,0.387,0.121,0.821,1.507,1.131,0.448,0.913,1.256,0.82,0.883,0.931,0.61,0.052,NDE,NDE
Ref_080R_comp21525_c0_seq1,0.851,5.504,3.531,2.56,2.253,2.715,2.492,0.512,1.518,0.823,2.06,1.69,0.457,5.567,2.41,2.415,4.468,-0.162,NDE,NDE
Ref_220_comp20959_c0_seq1,0.588,0.717,1.253,0.949,0.415,0.751,0.638,1.867,0.45,1.307,1.191,1.395,0.609,0.707,0.5,0.471,1.141,-0.001,NDE,NDE
Ref_25_comp6970_c0_seq1,2.9,2.646,2.814,2.865,2.358,2.241,0.777,3.169,2.573,3.137,3.073,2.975,2.667,3.774,2.751,2.328,3.854,0.104,NDE,NDE
Ref_25_comp5736_c0_seq1,21.028,19.099,23.08,23.68,17.4,21.405,16.737,21.625,15.13,34.36,31.127,28.014,20.643,29.26,21.026,17.611,35.249,0.252,NDE,NDE
Ref_259_comp9476_c0_seq1,2.074,2.959,2.19,1.601,1.57,1.846,1.723,2.257,1.29,2.138,2.112,2.3,2.287,2.692,1.817,1.74,2.982,0.059,NDE,NDE
Ref_25_comp4739_c0_seq1,28.766,32.191,28.615,18.211,26.4,23.086,35.993,60.049,28.238,35.525,28.369,35.47,35.353,21.078,24.343,45.08,47.361,-0.016,NDE,NDE
Ref_259_comp31067_c0_seq1,0.867,0.369,0.444,0.075,0.192,0.192,0.16,0.325,0.119,0.29,0.145,0.383,0.215,0.515,0.113,0.25,0.537,-0.029,NDE,NDE
Ref_080R_comp212_c0_seq1,151.979,449.376,795.486,1585.207,1061.739,1248.167,610.439,68.072,580.906,1.741,759.052,258.754,21.015,74.902,222.657,165.265,129.437,-1.891,NDE,NDE
Ref_220_comp630_c0_seq1,101.637,118.594,337.78,103.507,141.128,139.707,166.751,235.17,114.637,222.86,184.821,378.647,302.286,103.918,184.95,214.289,167.575,0.294,NDE,NDE
Ref_080R_comp11926_c0_seq1,7.693,10.789,9.254,10.529,7.293,14.093,10.711,9.188,8.615,9.635,9.455,9.734,10.269,11.415,10.786,8.455,9.964,-0.128,NDE,NDE
Ref_25_comp10020_c0_seq1,0.678,0.417,0,2.552,0.324,0.419,0.017,0.047,0.761,0.463,0.334,0.559,0.67,0.46,0.521,0.546,0.616,-1.435,NDE,NDE
Ref_259_comp10157_c0_seq1,11.23,18.982,13.076,9.224,12.556,13.859,11.464,13.593,13.006,17.46,12.773,12.796,14.071,18.134,12.522,13.244,22.564,0.073,NDE,NDE
Ref_080R_comp10472_c0_seq1,7.801,2.111,3.459,10.454,2.48,2.334,6.501,9.279,9.107,2.653,3.188,3.113,2.897,2.265,2.305,2.944,2.666,-1.327,NDE,NDE
Ref_25_comp18071_c0_seq1,4.732,6.099,5.146,2.935,4.678,2.816,5.671,4.296,5.647,3.817,0.836,3.838,1.34,6.815,4.782,10.8,3.923,-0.123,NDE,NDE
Ref_080R_comp13676_c0_seq1,3.893,6.605,0.685,3.454,0.419,5.655,4.72,1.6,0.407,4.642,7.17,4.732,3.159,6.854,2.556,2.493,6.94,0.457,NDE,NDE
Ref_220_comp3742_c0_seq1,18.986,47.598,44.638,26.721,39.26,55.812,26.447,26.868,43.926,35.978,27.278,46.501,25.004,23.51,41.218,60.572,25.643,-0.163,NDE,NDE
Ref_259_comp16024_c0_seq1,0.066,0.197,0.141,0.049,0,0.042,0,0,0.058,0,0.143,0,0.106,0.184,0.056,0.041,0.066,0.303,NDE,NDE
Ref_259_comp24355_c0_seq1,1.391,1.336,1.333,0.992,0.682,0.763,1.297,1.376,0.751,1.184,1.689,1.356,0.905,1.643,1.214,0.844,1.792,0.15,NDE,NDE
Ref_259_comp4230_c0_seq1,0.017,0.017,9.072,0.369,1.264,3.183,3.012,2.637,1.387,0.042,0.018,0.108,0.027,0.071,0.029,0.021,0.017,-5.763,DE,DE
Ref_25_comp109_c0_seq1,329.525,278.027,314.072,418.258,256.995,308.606,271.955,202.47,243.105,250.203,411.465,306.04,340.793,313.824,296.483,301.903,316.281,-0.072,NDE,NDE
Ref_080R_comp17724_c0_seq1,0.055,0.055,0,0.041,0.045,0,0.087,0.059,0.098,0,0.06,0.07,0,0.077,0,0,0,-1.032,NDE,NDE
Ref_259_comp19088_c0_seq1,0.057,0.058,0.041,0,0,0.073,0,0,0.051,0,0,0,0,0,0.049,0,0.058,-1.233,NDE,NDE
Ref_25_comp4267_c0_seq1,56.373,83.468,80.698,117.347,91.607,191.433,29.522,19.182,56.465,29.249,100.362,100.219,26.868,51.637,77.06,36.705,55.998,-0.539,NDE,NDE
Ref_080R_comp6952_c0_seq1,0.675,1.478,0.744,1.074,0.346,2.176,1.689,1.355,1.047,0.633,1.604,0.565,0.589,1.397,0.31,0.704,0.668,-0.642,NDE,NDE
Ref_259_comp1680_c0_seq1,1.523,0.647,15.731,0.461,0.398,0.525,0.283,0.568,0.661,0.591,0.624,0.659,0.442,1.062,0.822,0.492,0.673,-1.657,NDE,NDE
Ref_080R_comp5055_c0_seq1,10.112,8.016,15.338,5.291,8.126,9.415,11.513,7.621,8.207,10.166,10.607,12.138,10.599,5.118,7.916,8.956,8.641,-0.004,NDE,NDE
Ref_259_comp20178_c0_seq1,3.864,3.684,2.986,2.875,2.538,2.218,2.604,2.994,2.407,4.483,2.752,4.411,3.235,3.693,3.357,2.058,4.32,0.105,NDE,NDE
Ref_259_comp19834_c0_seq1,2.248,2.444,2.794,1.148,1.865,2.686,1.632,2.079,1.159,2.643,2.563,3.003,1.961,2.257,1.946,1.646,2.967,0.056,NDE,NDE
Ref_25_comp5968_c0_seq1,0,4.073,0.061,3.815,4.262,0.072,1.036,4.152,0.05,21.446,20.512,5.397,18.07,17.939,19.299,16.225,23.972,2.078,DE,DE
Ref_259_comp18818_c0_seq1,0.069,0,3.495,0.562,0.014,0,0,2.353,0,0,0,0,0,0,0,0.011,0,-9.085,NDE,DE
Ref_25_comp15997_c0_seq1,1.424,4.951,0,3.875,1.892,6.084,0,0,3.715,2.453,6.807,3.079,1.942,4.764,3.073,3.892,4.408,0.318,NDE,NDE
Ref_259_comp15858_c0_seq1,3.012,4.537,5.542,3.743,3.696,3.875,3.246,3.536,3.827,4.712,3.457,4.984,4.597,6.561,4.015,3.798,5.279,0.102,NDE,NDE
Ref_259_comp25936_c0_seq1,0.824,1.054,1.454,0.959,0.924,0.191,0.659,1.706,0.869,1.492,2.124,1.436,1.449,1.787,1.529,1.588,1.357,0.615,NDE,NDE
Ref_080R_comp7710_c0_seq1,2.23,1.28,1.797,1.414,1.362,2.481,5.525,0.794,1.734,1.863,1.597,1.872,2.003,1.162,1.164,1.43,1.827,-0.496,NDE,NDE
Ref_220_comp13220_c0_seq1,12.274,12.131,12.791,8.704,10.605,8.633,9.692,13.596,11.623,12.233,13.01,13.135,11.532,10.981,10.186,9.48,12.555,-0.068,NDE,NDE
Ref_220_comp2454_c0_seq1,9.148,46.458,22.616,17.198,19.939,33.053,12.92,18.433,42.385,47.66,17.574,20.961,21.095,54.797,13.705,15.765,48.319,0.136,NDE,NDE
Ref_259_comp11270_c1_seq1,2.944,2.956,7.827,3.15,8.528,4.451,3.723,9.109,7.232,5.521,4.083,2.473,2.714,3.886,5.325,6.956,4.845,-0.424,NDE,NDE
Ref_080R_comp326_c0_seq1,32.438,45.4,54.856,35.647,38.949,37.058,35.554,29.967,37.064,44.828,36.854,47.787,44.776,44.298,54.08,38.922,46.795,0.069,NDE,NDE
Ref_220_comp4155_c0_seq1,4.729,6.791,6.102,5.203,4.849,16.488,3.494,7.164,8.302,14.61,12.858,13.703,8.277,19.684,9.033,14.642,14.423,0.746,NDE,NDE
Ref_259_comp5927_c0_seq1,1.183,15.863,12.253,11.566,9.916,4.68,6.803,1.743,1.815,3.883,2.423,3.262,1.753,6.634,2.975,4.393,4.091,-1.127,NDE,NDE
Ref_080R_comp6291_c0_seq1,27.636,47.055,39.16,21.883,25.261,40.15,38.76,28.69,28.275,36.296,42.863,38.132,34.569,34.693,25.13,23.366,35.958,-0.093,NDE,NDE
Ref_080R_comp19555_c0_seq1,0,3.644,3.746,0,0,0,3.322,3.575,0,3.365,1.726,2.528,2.765,3.239,2.58,3.372,3.65,0.978,NDE,NDE
Ref_25_comp7692_c0_seq1,17.057,19.621,18.688,16.248,15.266,12.94,18.911,22.108,14.322,21.869,17.775,15.682,18.582,18.293,17.366,17.48,21.144,-0.072,NDE,NDE
Ref_220_comp18722_c0_seq1,1.682,1.732,0.999,1.379,1.737,1.776,0.982,1.87,1.905,2.548,1.34,2.727,1.633,2.631,1.796,1.331,3.123,0.265,NDE,NDE
Ref_220_comp20004_c0_seq1,2.404,2.687,4.514,3.771,2.125,3.981,1.142,2.359,3.278,3.554,3.411,3.678,2.778,3.626,2.448,2.092,4.402,-0.049,NDE,NDE
Ref_080R_comp8677_c0_seq1,22.818,25.215,20.276,14.445,15.539,18.39,20.261,19.81,19.007,23.544,25.987,22.829,23.977,23.783,21.343,21.643,27.376,0.14,NDE,NDE
Ref_25_comp6375_c0_seq1,23.67,22.073,21.279,27.768,24.324,20.625,16.508,34.425,29.36,29.925,24.129,23.169,29.32,20.93,24.926,24.134,21.901,-0.131,NDE,NDE
Ref_080R_comp12595_c0_seq1,17.288,2.893,6.624,1.289,6.178,1.976,5.849,9.261,4.794,4.165,3.48,4.898,5.145,1.666,2.383,4.053,2.917,-0.92,NDE,NDE
Ref_220_comp6629_c0_seq1,17.883,26.972,21.815,12.626,13.789,14.527,18.521,15.529,18.389,23.139,14.698,21.56,15.721,28.049,14.408,14.016,27.844,0.031,NDE,NDE
Ref_080R_comp10350_c0_seq1,6.696,5.763,8.225,4.798,5.295,8.547,10.802,8.707,7.509,9.201,8.479,8.633,10.071,6.886,7.317,10.731,10.005,0.06,NDE,NDE
Ref_259_comp16387_c0_seq1,4.002,3.787,5.472,3.661,3.739,3.381,3.152,3.931,4.726,4.977,4.989,4.522,3.851,5.854,3.597,3.732,5.067,-0.008,NDE,NDE
Ref_259_comp10732_c0_seq1,1.493,0.083,13.201,1.373,1.909,4.553,9.411,0.809,5.254,2.063,3.164,2.224,2.941,3.025,1.551,3.464,2.586,-1.225,NDE,NDE
Ref_220_comp374_c0_seq1,6.357,14.558,0.231,2.085,3.579,15.971,4.642,0.221,10.868,17.547,8.294,23.457,27.934,12.781,21.985,30.535,11.748,1.454,DE,DE
Ref_259_comp18529_c0_seq1,0.14,1.409,2.017,0.422,0.288,1.12,1.234,1.065,0.877,0.175,1.912,0.717,0.339,0.591,1.074,2.843,0.635,0.215,NDE,NDE
Ref_259_comp7537_c0_seq1,25.067,23.151,22.629,17.681,21.96,21.899,27.402,22.105,21.135,24.88,25.544,25.223,23.029,21.262,24.129,20.377,22.585,-0.104,NDE,NDE
Ref_259_comp3918_c0_seq1,65.04,39.198,59.208,40.306,43.265,76.559,47.765,81.8,61.527,61.062,44.175,69.921,75.825,33.16,64.423,72.895,48.35,-0.103,NDE,NDE
Ref_220_comp8228_c0_seq1,10.396,12.134,22.529,9.964,11.187,15.638,12.593,11.086,15.152,12.519,19.341,11.881,16.807,9.983,10.946,12.257,11.355,-0.206,NDE,NDE
Ref_259_comp8479_c0_seq1,6.561,17.703,14.761,6.253,10.29,9.171,7.017,4.995,10.266,11.593,8.582,12.892,7.049,11.751,10.381,13.652,11.405,0.091,NDE,NDE
Ref_25_comp12587_c0_seq1,10.041,12.988,13.312,6.73,8.327,7.669,8.864,11.214,7.824,14.125,10.084,14.952,9.752,10.946,5.888,7.023,11.907,-0.009,NDE,NDE
Ref_259_comp14992_c0_seq1,5.728,4.026,3.693,1.58,3.218,2.925,2.771,3.345,2.725,4.037,2.601,5.039,3.333,3.035,2.894,2.816,3.168,-0.068,NDE,NDE
Ref_259_comp16097_c0_seq1,4.881,12.831,5.355,4.383,7.982,5.309,5.242,5.744,6.906,7.572,4.29,7.741,6.216,12.66,5.665,5.528,12.484,0.115,NDE,NDE
Ref_259_comp5770_c0_seq1,36.676,33.625,32.799,35.679,34.661,34.119,51.808,46.996,34.832,41.964,37.864,27.185,36.468,34.834,48.701,34.833,29.217,-0.19,NDE,NDE
Ref_220_comp24307_c0_seq1,0.434,0.726,0.312,0.326,0.713,0,0.578,0.47,0.129,0.9,0.788,1.293,0.932,1.014,0.983,0.992,0.873,1.253,NDE,NDE
Ref_220_comp12291_c0_seq1,5.7,9.151,6.383,5.602,8.611,7.456,5.888,4.034,9.322,8.877,6.66,13.607,8.109,12.782,9.448,10.656,13.117,0.485,NDE,NDE
Ref_220_comp3130_c0_seq1,13.377,13.939,10.701,15.247,18.015,12.34,14.896,10.173,16.513,20.21,13.565,14.944,16.757,11.525,19.89,18.879,11.822,0.031,NDE,NDE
Ref_080R_comp5467_c0_seq1,6.896,10.925,8.21,9.205,8.151,11.396,14.042,11.571,8.012,9.157,7.787,5.526,9.382,7.51,9.472,8.392,12.18,-0.355,NDE,NDE
Ref_25_comp11304_c0_seq1,3.824,6.302,1.042,5.834,4.293,4.814,0.78,1.858,4.87,5.281,5.203,5.153,4.123,7.028,5.559,3.895,6.18,0.254,NDE,NDE
Ref_25_comp17834_c0_seq1,1.983,0.084,0.018,1.743,0,0.011,1.704,0.036,0,0.021,0,0.021,0.027,0,0,0.01,0,-6.53,DE,NDE
Ref_25_comp6033_c0_seq1,13.971,14.009,21.887,15.245,15.314,14.304,17.77,17.055,22.672,21.916,13.777,16.24,18.042,19.114,14.136,16.822,19.118,-0.169,NDE,NDE
Ref_080R_comp12251_c0_seq1,7.313,0.426,2.161,2.141,2.298,0.494,3.55,10.656,3.896,6.395,3.863,15.267,24.051,0.665,7.615,7.342,3.414,1.082,NDE,NDE
Ref_080R_comp17159_c0_seq1,4.572,5.298,6.235,3.029,3.048,2.729,4.18,4.042,3.186,5.205,7.214,5.316,4.068,6.22,5.123,4.749,5.055,0.258,NDE,NDE
Ref_220_comp4251_c0_seq1,20.261,29.139,25.035,20.625,24.059,24.672,26.481,26.204,23.663,29.962,24.186,26.775,29.048,31.079,29.299,34.265,28.664,0.104,NDE,NDE
Ref_220_comp3127_c0_seq1,63.058,52.138,62.256,48.655,53.909,59.247,43.806,65.029,59.715,71.226,91.781,55.96,52.433,56.862,45.631,56.926,82.594,0.046,NDE,NDE
Ref_259_comp6508_c0_seq1,23.923,21.139,28.04,20.602,22.599,25.284,24.645,22.669,29.406,26.653,18.503,23.531,26.797,18.732,19.033,20.677,23.063,-0.3,NDE,NDE
Ref_25_comp7362_c0_seq1,5.564,4.026,4.979,4.922,4.203,1.456,8.191,3.666,7.602,9.071,5.409,2.657,3.474,5.8,3.067,4.999,6.403,-0.168,NDE,NDE
Ref_259_comp2778_c0_seq1,64.525,50.601,65.648,142.524,62.515,72.335,38.523,43.311,63.737,38.649,54.801,79.368,41.272,38.633,145.684,83.559,25.719,-0.175,NDE,NDE
Ref_25_comp14889_c0_seq1,10.059,18.326,14.344,6.632,8.696,8.77,13.424,14.496,9.668,13.414,13.394,17.946,8.44,11.563,6.39,9.307,14.446,-0.066,NDE,NDE
Ref_080R_comp1220_c0_seq1,106.862,86.949,85.821,88.942,83.55,63.519,135.573,97.138,104.326,93.757,90.782,79.463,97.277,81.835,113.352,101.638,77.199,-0.19,NDE,NDE
Ref_259_comp6634_c0_seq1,26.875,37.826,25.951,29.729,26.62,32.897,35.3,23.271,18.269,27.473,40.04,23.88,21.605,16.135,16.726,16.29,17.217,-0.461,NDE,NDE
Ref_25_comp8751_c0_seq1,3.694,0.903,4.917,1.461,0.459,2.388,0.636,1.242,2.155,0.99,0.867,0.992,0.656,0.691,0.499,0.697,1.019,-1.491,NDE,NDE
Ref_259_comp20484_c0_seq1,5.12,5.462,2.822,5.428,5.213,1.355,2.789,1.797,2.906,2.677,1.141,2.303,1.359,5.1,3.041,3.88,3.277,-0.488,NDE,NDE
Ref_259_comp5161_c0_seq1,25.465,34.243,32.03,19.965,25.082,26.587,26.25,34.026,25.713,33.681,26.705,32.011,30.566,30.19,28.337,23.325,38.17,-0.03,NDE,NDE
Ref_259_comp1025_c0_seq1,78.639,116.061,102.016,81.981,90.755,105.597,93.917,96.612,91.09,106.435,111.758,93.534,91.345,103.362,107.745,84.545,105.01,-0.072,NDE,NDE
Ref_259_comp9439_c0_seq1,0.397,0.16,0.286,0.419,0.196,0.355,0.064,0.861,1.276,0.297,0.087,0.406,0.384,0.669,0.27,0.644,0.4,-0.247,NDE,NDE
Ref_080R_comp4477_c0_seq1,7.345,7.605,14.596,3.057,10.001,6.915,11.225,7.959,5.529,5.767,9.907,7.592,7.065,4.925,6.925,6.166,6.949,-0.394,NDE,NDE
Ref_259_comp3919_c0_seq1,19.879,0.694,38.929,16.808,0.455,0.318,0.508,18.845,0.543,20.667,20.943,21.715,17.778,23.304,21.712,16.628,22.524,0.966,NDE,NDE
Ref_25_comp10116_c0_seq1,0.692,10.018,0.115,1.412,10.7,13.399,10.42,0.348,4.737,8.448,14.805,8.548,5.015,9.525,9.803,12.73,4.471,0.431,NDE,NDE
Ref_25_comp16464_c0_seq1,4.83,9.841,7.298,4.275,5.488,3.717,8.967,8.928,5.069,8.127,6.502,6.349,6.639,5.777,6.036,6.463,6.286,-0.104,NDE,NDE
Ref_080R_comp33118_c0_seq1,0.242,0,0.058,0.061,0.199,0.154,0.257,0.087,0,0.1,0.351,0,0.389,0.113,0.068,0.151,0,0.197,NDE,NDE
