,MW_6_41,MD_15_10,MD_17_16,MD_17_17,MW_6_42,QC_62,AD_21_58,MD_11_1,AD_21_59,MD_16_13,QC_63,AD_20_54,MW_6_43,MW_2_31,MW_1_24,MD_17_18,AD_20_55,MD_17_19,MW_5_38,QC_64,MW_10_28,MW_1_25,MW_2_32,MW_6_44,MW_5_39,MW_3_34,MW_3_35,MW_1_26,MW_5_40,MD_15_11,MW_9_51,AD_21_60,MW_8_48,MW_1_27,QC_65,AD_20_56,AD_21_61,MD_17_20,MW_9_52,MW_9_53,MD_18_21,MW_3_36,MW_10_29,MW_7_45,MD_14_7,MW_2_33,MW_3_37,MW_7_46,QC_66,MW_7_47,MW_8_49,MW_8_50,MW_10_30,MD_11_2,MD_12_4,MD_11_3,MD_12_5,MD_12_6,MD_14_8,MD_14_9,MD_15_12,MD_16_14,MD_18_22,AD_20_57,MD_18_23,MD_16_15,QC_GC_67
X27326_371.2031_7.66_pos,1871267.184,1220980.843,508598.7896,690750.3504,1546977.015,971344.7596,82794.24012,1113068.096,183783.8934,2817085.239,869321.6149,166422.1889,1672881.021,320453.1937,1634083.682,1124812.096,181284.3749,4638931.307,357053.4591,1072391.073,1225781.74,1572932.816,74859.04066,1532223.041,176409.4861,916307.7117,2338303.91,1881245.045,3047790.726,3295706.939,2400941.47,58092.51036,1028279.465,2615423.533,1365866.303,55459.69336,90183.49863,1531053.051,3493763.723,4180040.801,1302240.71,7759638.483,2574217.302,23600.76395,492095.5692,340275.5632,3439541.709,24495.32918,1569567.317,39437.55185,1077163.026,7663.631221,2373007.802,681900.0469,195065.929,8288.936387,149605.4718,12343.13897,446597.44,10040.16776,2583756.447,2852679.095,2117162.581,48133.68305,1947376.926,1871762.08,
X27330_450.2744_8.65_pos,544349.7791,666252.9849,52054.20611,219934.461,145072.3868,118366.8177,58100.36985,41665.55297,156370.7874,54099.07155,238834.3427,158324.1224,143107.871,61142.32414,148209.771,131581.3932,177459.8584,202944.4805,79426.0725,85874.42168,73672.31613,227119.8591,166877.0445,86228.74122,86321.98438,138490.3486,186940.5616,161676.2341,116521.0122,217173.3835,113821.9162,187108.6921,219044.8931,243605.6514,209969.638,136592.4862,151725.6377,104774.6214,85709.13164,135055.5187,129846.923,2676937.586,163409.2418,536703.0128,58268.6719,65192.69657,484745.0255,223199.9102,175093.931,460474.5394,150795.9759,94032.07875,109587.1397,356267.0564,221720.3532,206507.7078,164210.621,127984.9414,92355.03375,227819.4306,257903.0075,121646.4192,96350.84893,136058.631,626655.5876,58312.43611,
X27332_467.8033_8.65_pos,495571.6223,265207.9699,129729.0224,173529.5986,127077.1525,39401.19249,96843.09697,120595.7203,84128.0105,164277.7134,125117.8836,154668.7863,49751.60724,102084.4333,180450.9913,180324.0611,117787.2534,104061.8312,169352.2389,180905.3639,147030.8371,222621.7671,248152.4315,154845.8868,53183.6886,193889.9042,62010.76831,153066.4157,53913.49298,244159.5864,131985.3803,166359.3265,145622.5804,139257.8265,126609.5905,164152.3908,121519.9901,178929.9413,109729.1729,118391.9239,151473.1917,2839261.546,112595.2223,522445.4015,146913.2548,181566.3663,453738.3001,191047.3345,203622.2627,349539.1687,176116.9254,110934.6179,119044.1179,332823.8631,134562.7778,336135.365,249909.6203,218931.3648,153287.9234,212119.8458,268915.1622,175383.8078,185338.1978,89039.57793,902101.5086,66556.76728,
X27370_481.2992_8.79_pos,48778.52544,107247.1581,21769.89924,45536.74271,175152.3267,14457.42041,28345.32735,53628.69908,16142.02037,17165.20816,71171.66651,37246.73771,35190.90192,18808.77604,47925.86016,90033.90306,52411.35865,64609.77662,44209.75247,21708.92487,38995.87222,64445.32867,14282.68869,54106.24754,15208.30268,40378.6596,46357.12644,33910.76628,15960.6474,67363.85569,22639.01841,69648.66684,269213.8581,63433.02946,29842.93125,11851.19338,26783.78391,19359.02341,16504.53905,14619.19172,56019.5813,836230.1231,27466.56855,248667.8076,50532.03814,66520.3795,123449.0864,65316.02531,42637.77577,46185.29689,181647.9086,59606.54405,17161.87002,139435.7224,110215.979,72867.97458,85478.67026,32113.09133,44005.04514,17108.72385,149001.581,45976.27055,58368.85286,45184.86696,272319.6057,33640.24721,
X27410_492.1281_4.52_pos,33580.84766,89699.49732,509679.2975,259644.5674,14361.57375,101109.1513,261551.8514,191430.1565,327147.1109,255728.9913,176386.3876,155388.1211,324618.9569,791371.9507,323496.471,40515.43404,34927.49111,80210.4145,139122.5464,108052.0715,387134.6771,800486.5573,414551.1267,354496.8258,156955.2265,73266.76998,526001.6983,144491.706,581331.5186,481870.3891,1001634.214,337535.8749,129026.9703,42971.29639,333372.3993,800085.9366,736423.2916,236076.2361,1599401.449,818865.0223,829697.6668,806178.5251,172654.5681,34408.06361,745750.1998,968504.5443,594564.1132,59978.7343,217915.7811,NA,55156.36559,NA,224957.184,328319.2644,242590.3577,7572.921826,325607.2706,NA,241249.7604,NA,202685.1834,853559.8937,259778.6498,252684.1204,60753.12674,79987.73115,
X27460_204.9669_7.65_pos,253984.4665,169418.1123,465146.7662,383984.0767,152125.0466,94328.25958,280595.0265,234669.2021,82875.67359,394678.938,86216.00672,376402.7115,378213.5706,168839.9166,165059.1882,422760.9084,101603.6334,225866.0969,97767.12422,161452.6068,211210.0862,658818.5607,316605.6582,340713.3457,92695.94227,173405.182,145207.9907,192274.3259,157534.0172,166771.8531,110434.3841,77667.18652,127793.8003,265234.4726,102294.9581,154629.7412,95926.25118,142860.2764,435420.1766,234856.7487,214292.877,405407.1793,311824.6449,264736.429,220945.5029,340981.0114,59325.83344,317703.1901,254378.6505,260358.4924,190777.8628,139806.2852,152392.9189,448072.7305,380198.9109,128559.2879,163590.092,294582.2984,180486.6463,190209.0495,354406.9347,136277.0471,293270.4709,295282.9387,284734.6372,326542.6227,
X27470_459.2679_7.96_pos,61020.37169,37522.26572,7496.955791,14568.19371,102922.6718,119565.6534,6713.021455,10551.04942,50423.11383,249966.6971,80268.77678,16177.95697,70943.17803,50979.07509,66261.65414,337493.954,32746.72348,229371.5426,152181.6687,58162.82766,176860.8121,10928.60827,28062.69891,64042.61739,32478.2872,11910.45656,65151.73756,41676.3167,298907.456,67637.55592,185362.6826,47111.77755,33147.32668,184092.7251,78356.4605,13003.53516,28323.49067,89596.76145,363765.3144,126763.1721,161645.8728,235107.9989,47340.46398,NA,13130.60566,65566.07523,104353.9234,NA,69854.48316,10426.74431,22957.68033,9541.917686,65074.16414,NA,7222.668053,12925.90611,8831.319427,7636.860029,24094.3108,17561.40832,22867.91081,107680.6713,131098.0897,9529.306318,105828.5152,NA,
X27471_321.0143_6.82_pos,58983.37512,62848.98317,NA,6491.222842,101717.513,297367.0103,101413.5276,72376.69438,933579.0177,35289.19455,239761.3181,89797.75359,127409.4711,33331.04162,107582.2872,31398.15149,160517.8899,43056.2181,1502783.261,417488.765,96304.16607,11756.74154,41537.30654,145452.3693,550763.1265,286370.2593,174165.9706,23488.61344,429626.7831,53674.19988,185503.7739,503242.2012,124806.4998,24565.08621,100973.8566,780781.931,734355.6096,34384.25654,47393.50711,95505.11959,48602.15396,260729.2106,64992.33917,8658.468369,499944.7606,38508.3827,223604.3365,NA,135239.2642,NA,98738.02699,NA,40853.64668,58080.02968,602444.7141,NA,1116116.382,NA,694380.1052,NA,31401.25055,18848.76639,30111.05487,28339.74469,10934.50277,7996.296123,
X27500_298.1857_4.34_pos,57237.82875,38597.58387,89039.91056,69463.08943,251443.1385,169593.9202,237231.66,146175.6362,61587.34275,143986.3642,60134.25638,114819.6454,171765.605,273060.1283,222134.3011,150669.9604,155066.9398,165624.8879,70509.79951,116273.8047,237454.8397,106861.3871,190779.1425,326157.8016,71957.81033,244855.2727,242286.754,221919.5876,168181.4656,190994.0947,213414.1882,134943.6221,113460.4917,391886.0346,160853.3111,283253.09,274425.1639,348008.6354,208646.3791,441879.9991,328234.8778,545888.4603,482265.4573,41599.43763,255949.896,110210.1611,342950.4921,180602.5467,539211.554,353724.9793,108667.8098,408332.8294,527951.1862,188097.1265,36868.86568,264735.4345,956876.7485,200287.7166,319533.8695,512418.3955,148400.7448,109230.8206,346414.2158,157357.0654,94949.81312,85149.93785,
X27530_399.1689_5.10_pos,657886.9215,131244.2724,1219339.039,250982.6731,441687.3948,2497675.613,1105332.484,251206.54,1382338.638,2080581.324,3494695.238,1479048.588,957632.501,7184511.081,462775.817,3171982.723,722092.889,10185227.65,81209.16255,3215090.513,13471567.04,754728.0555,1070819.774,638299.5507,676943.4244,569641.9766,1935323.916,1143434.942,1857399.841,305242.4254,2445356.304,940920.4579,505598.7201,242909.5193,2247634.98,220627.0438,840323.6534,192240.0159,9613717.895,31528575.27,1762147.01,2380789.27,36637998.73,NA,521735.2146,369139.084,1469499.129,NA,2127044.721,NA,240931.8686,NA,32210154.96,279163.7868,330098.6371,NA,402774.9318,NA,336573.3109,NA,150129.4857,1403054.426,1422860.197,2416342.915,362231.8662,598677.3928,
X27548_439.0374_7.03_pos,202234.2233,1130692.905,18656112.82,17838567.31,26520.34002,4567912.297,15066760.81,1174537.215,5297362.525,8760779.098,6912820.012,7078229.249,56292.04696,64275.55282,9014.498936,8640507.56,4028175.064,10672032.38,9888849.425,15248282.59,9475186.835,34700.04367,243425.8911,26786.05066,9173660.061,11401155.65,8007339.803,20794.95721,2353580.728,2374353.027,280929.8559,1675953.949,107914.6902,106033.5951,15991081.58,6734968.092,5948518.689,7934459.915,172475.1027,160542.866,4668412.056,8531331.312,4057637.037,NA,4172726.576,275166.7933,8355024.179,18210.47292,15600987.1,44920.76812,77494.29217,37465.99841,2979836.956,982219.2341,17259710.34,NA,7694801.293,158918.5794,7523806.316,809757.9161,3505041.716,10629679.95,10066059.91,8216259.61,8871684.929,10887653.88,
X27550_453.2470_9.79_pos,26531.60246,NA,NA,10158.67863,212996.9681,550555.6304,6928.998867,8599.887062,29414.52144,405628.8385,246887.4176,117212.7595,273367.2454,364005.5131,55316.73375,1674773.352,337391.5048,2121953.297,69891.44129,126128.7975,705080.7157,11603.58916,367950.2644,137556.842,19962.60941,41132.16848,73900.79171,245166.7379,1328876.95,24370.63384,2573087.804,73967.64624,10171.39512,196171.2532,475982.3163,7905.848174,12200.7552,657605.7975,939768.7816,1748690.35,168691.7879,324575.7392,15259239.55,17680.73924,9262.331572,123005.2973,190645.704,9979.291436,223409.0191,11625.30463,10962.76717,NA,745261.7011,12123.73091,NA,NA,NA,NA,10555.05196,NA,13679.86857,98521.13032,45820.10227,8437.33415,10639.57022,10329.61504,
X27553_144.9822_6.66_pos,1556363.159,2344806.438,4413018.845,3931032.377,1600552.618,2757681.711,2348674.612,4250460.581,786444.8255,1124099.064,1487967.556,4069972.575,2925051.153,2375295.222,1096592.993,1929069.718,750480.5484,1082197.013,2175787.362,1117294.198,744189.0853,1525165.992,1079682.298,5680159.249,4780536.183,5753664.672,2140825.938,773113.26,1950715.191,5003441.413,1478965.342,3554531.485,1970354.132,5265795.148,3800321.139,6498519.727,4582384.959,6060012.606,4208895.878,1157182.774,1587365.226,1297975.743,2193979.261,5084114.89,6152543.249,2148814.233,2210758.723,4639142.678,2294750.85,7795005.169,929499.4312,4020844.551,4107855.713,2846425.298,1451800.088,3814926.769,1640830.867,3816172.699,1180824.859,2582437.233,1181665.521,1179298.557,1533792.008,3032194.846,2014319.037,2095774.869,
X27583_215.1318_8.28_pos,197323.9359,183258.5902,481506.4761,525528.7685,195376.264,343778.4027,240448.2909,314982.0608,151274.7725,219444.7555,779980.545,159825.7741,316178.9847,679508.1396,257132.4132,305086.5403,117829.7529,122926.3489,139087.6374,196002.5172,969901.7337,385098.5375,285290.7206,143296.9498,132357.6679,151929.6486,636645.4068,181659.9453,611210.4219,220958.7445,415796.6893,218001.117,343213.058,175383.2068,122972.3426,133201.5176,333879.8182,130684.1901,217983.4226,159330.1425,196030.1955,339514.9515,1958120.901,830966.1152,210365.1556,169637.0215,495625.9856,200240.6185,173401.6476,111408.714,253337.5325,105023.927,1356958.153,253644.4825,230486.6513,128940.0142,244463.8216,511420.273,225188.8337,524003.9801,370447.7243,267172.039,126512.4409,433225.2084,406725.7739,336352.8114,
X27588_131.0841_7.05_pos,197751.2826,127069.4553,46283.97633,89688.45502,215852.2043,65722.00406,92425.24811,156716.1024,177667.4747,102212.1204,69352.96734,193965.9161,351705.4486,279301.4028,156694.0208,48849.71782,56544.04453,NA,94635.30047,152695.3949,395252.014,197808.4797,155869.829,134191.5261,48083.09742,87781.93207,166649.212,108607.035,207236.0016,108339.8002,92196.4766,100625.7066,193614.0027,193275.5841,103777.283,64614.80203,105221.7009,155280.3688,277131.7199,169150.0999,46458.03422,228828.6783,4008373.913,86136.52229,61952.60953,279333.956,202950.669,48466.19951,79453.02562,39887.49271,146586.112,30519.04819,3524457.209,113748.1675,63601.62867,73344.71101,55684.89211,53908.91432,89776.59,46823.92491,225195.8076,91699.23187,85382.96715,151081.1872,142836.0982,71103.64559,
X27630_215.9835_13.19_pos,406950.2646,1082349.029,523150.782,395510.8301,814731.9091,593924.3776,327976.6098,1172496.37,990044.3006,481345.6651,715458.9822,1172814.627,1427614.445,928445.8983,932197.0186,983936.2454,392342.4795,767563.1372,698077.3179,1111050.673,1908008.968,1069665.077,742462.2579,2033228.73,939074.8235,366919.945,564171.7689,556452.3652,1314276.96,1479181.202,1016311.901,747055.9922,339362.7326,827413.4998,1129756.189,1257523.943,745818.2289,983152.6345,1226724.318,365283.5958,1301622.264,1168743.552,6109055.99,497524.0741,1650674.043,1555618.212,1997370.908,649878.4784,604493.8989,2691498.369,1518147.301,1161756.669,1190038.596,1303245.763,769095.0073,1586663.814,343012.0022,341039.7342,1492694.697,1563527.433,547749.3925,1418268.218,442890.4593,470242.4185,302744.082,915019.1372,
X27642_231.1776_6.82_pos,634109.475,335265.7178,310637.4833,139462.4934,236600.9903,519664.3198,173562.0331,86342.85306,468440.0674,307097.7236,227396.954,239989.5038,220206.7715,469276.5205,276515.0369,200074.704,216320.2316,493836.1952,141779.5331,456905.4551,603497.0193,207144.0065,112467.4368,226129.5263,144279.2156,3137421.622,535690.0999,171645.9276,227443.355,77949.34852,339876.4359,324739.8197,206129.0866,160778.8359,172434.6495,170405.3729,392581.9189,254852.0431,419557.3696,787419.4061,184518.0656,123242.342,1466827.786,409680.5703,588790.8488,175606.2684,467318.4615,210481.4858,328478.2676,212919.0852,162691.914,225728.7899,1173444.567,129342.95,277731.2599,119513.1817,83426.2134,161992.7981,418285.7153,129121.751,276861.5233,214388.8619,92319.71033,182508.3918,282770.6021,139554.2681,
X27662_279.1597_5.96_pos,370677.8379,430788.3185,524384.2998,209829.562,438950.3569,618655.2622,258534.5475,293473.498,683214.4553,214441.1293,293829.0259,284181.2303,515603.027,628484.534,316218.1998,871319.3078,384160.9121,832158.1785,408887.3884,267184.335,662764.4521,393923.111,403145.106,681315.5128,480695.9816,174059.0685,453083.6646,222458.3077,271173.6516,522325.7906,380360.3195,151221.3858,253638.0946,527347.9135,469224.5721,553717.0946,686239.8697,226401.5952,380718.2974,242029.1631,297428.1495,355316.4056,1286417.487,422191.6137,186437.4151,465179.9816,205252.6397,371781.8088,277342.8155,440019.0402,348195.0262,312803.6405,579933.7605,284404.8038,291029.8308,405013.4653,593385.7905,340623.4479,943131.6272,318467.8181,310470.3905,802235.875,731440.3074,158896.3392,376817.6403,197350.695,
X27685_249.1718_7.97_pos,223138.35,95229.46477,85979.22642,109142.1198,556221.1108,301676.7754,176178.0209,54598.5053,67733.48479,176372.1637,248483.3181,130174.536,68759.77825,462268.6659,115973.8139,297023.4249,74125.22543,994304.5195,98123.84479,408547.4189,621348.2524,72720.55951,86828.55269,88200.77208,185908.8221,140878.8749,216749.5956,147146.7812,221215.8274,87450.20446,510888.9785,129609.2846,92565.54574,66772.62629,174331.3451,79265.14011,90030.72411,239385.7652,150289.5769,634594.6894,235852.2522,139710.2607,3555503.458,105604.4723,74782.42102,123140.346,46064.49636,82293.728,92496.39885,104020.6407,67672.99254,44721.06905,1475179.55,48039.84124,79221.48394,46161.60538,95417.14361,67250.55284,72940.29419,61969.55024,157391.4003,354351.9054,55831.97666,104122.944,76309.2266,148476.5968,
X27725_339.6464_8.75_pos,115043.9565,422815.3801,104232.0861,81753.56463,NA,192992.2469,94035.5274,178026.2865,171522.1516,20435.10604,236886.8979,44701.81509,NA,116412.1721,44003.38078,155234.439,59853.38897,365643.1309,62124.46568,57296.59465,639445.5977,29493.17787,22020.34128,NA,28525.75762,169733.4708,17704.14938,70941.11555,166640.4166,77556.1314,166626.0059,64739.9955,98694.38247,7887.549541,215410.3765,91465.22889,121341.5378,31366.09951,226396.7757,1234481.796,39776.1443,62100.62868,1187434.676,NA,18796.39983,67716.01146,34978.11613,NA,303722.8307,NA,90609.31738,NA,922416.5,28579.8411,13832.99871,NA,37238.35866,NA,16063.62721,NA,288799.7246,62379.61441,25461.27661,465875.9595,75961.37227,61529.53576,
X27767_385.1925_7.33_pos,25323.56602,39005.45675,19490.38933,22470.28698,365967.2649,232747.8042,997514.2699,134289.3313,187439.7981,185300.5668,344302.0738,154493.3788,213390.3233,142240.9704,313243.4479,278681.9035,292534.3568,329274.961,233216.364,306955.3796,614935.8117,176413.777,304746.8493,153552.7382,79518.15527,48857.89506,330947.408,187198.3517,1844960.281,214567.0068,252740.6552,481912.3399,213465.3457,505474.4967,80815.12875,146343.1163,383429.9498,38052.63009,492873.031,797732.5166,331666.9785,384489.7656,1125419.555,NA,78300.39961,134065.3238,626151.93,20520.00576,420072.2544,NA,225089.7623,7249.241748,1119469.605,19544.03707,246342.6873,NA,83600.01416,NA,41119.93715,NA,152992.7265,120116.5995,68033.31943,184579.1865,88253.77734,49756.24736,
X27777_231.1933_7.98_pos,213813.9198,360398.3769,84120.38912,153360.6196,211706.9232,162568.1885,213732.5356,162963.9081,150034.2461,197187.041,145889.4883,101991.3009,236991.0131,134880.5127,179496.3008,237132.2367,123570.7173,584721.7255,301379.7768,160089.0876,519839.3673,174465.4744,249058.7317,86065.31854,131065.19,97144.25771,191156.6277,224190.0401,485862.0626,182984.1646,227101.1447,234859.0357,134400.7767,88428.75047,222107.7887,213039.2547,314650.2726,87840.24516,84515.40873,625464.3745,141197.2697,142383.4936,2420231.323,98004.90469,89369.53043,319978.0055,125626.2408,139807.2922,163978.9124,327312.0964,108267.7922,199184.7565,1173632.13,176997.1014,121928.1394,290001.1812,290862.3531,84562.68802,273220.0248,200903.5859,120151.1204,111566.2804,120870.6947,317440.8326,167040.3049,119092.2467,
X27780_317.1752_7.58_pos,327952.6865,33477.66864,34142.8593,31295.28826,41958.47061,62688.34629,67311.61144,38829.77594,20372.79984,30376.38076,98050.17343,73156.37335,74479.45663,52305.61711,45879.92315,47891.70189,46116.76992,59000.99842,262452.081,95208.85134,105514.2638,54925.40765,51586.35073,58122.44621,127775.2724,76670.24133,109151.1939,35085.00275,39758.15877,38741.95977,69224.26213,458086.1953,66130.8513,49128.06506,123327.8114,47656.85666,48970.038,61968.51842,119945.8993,390868.2763,427595.6883,130244.6197,818520.7404,50392.44353,57790.30178,57701.62937,142248.0945,18091.22755,71799.27537,23426.52186,45113.51396,32895.84939,503533.9098,21684.01682,17910.88523,50244.30105,53501.03409,28389.52441,111043.75,24444.85573,44185.62029,40666.87601,163495.2511,37571.94606,24948.10359,54739.21746,
X27784_287.1748_6.95_pos,NA,39117.06762,27992.16527,33025.42418,64111.26645,31189.18324,21993.48586,111419.8052,28803.43891,112903.5895,26855.82961,49458.39006,36835.74434,96201.63281,52174.8675,52396.0819,32675.92301,48472.18734,12107.52434,52176.42413,276271.296,60436.60811,26522.75557,15279.31148,88811.38781,57518.91615,76285.71539,27454.16689,287742.6573,47200.73623,1144684.745,21748.72883,43463.23746,54922.61865,20313.55148,50078.47321,70823.28389,39183.36152,762977.5145,633416.5069,65240.35473,32528.64574,945519.4215,73098.74377,64837.03324,30428.01621,28061.40785,27360.81393,167185.4236,30226.68176,18594.5782,13721.3449,554715.9855,36621.5209,44957.60496,NA,20967.98414,20764.829,31558.85074,11237.28205,26504.64111,35492.0502,25761.17156,211327.7711,161826.5059,41092.097,
X27791_326.9373_13.22_pos,364810.1615,355089.5735,1455331.116,385936.1286,1034502.023,727815.7465,520795.2513,883308.1506,422952.9117,262909.5033,247630.3324,856392.2266,528942.297,482537.7214,478217.3351,1256743.539,823556.0613,378917.5052,736912.7542,732159.0916,945802.972,863692.7027,989359.4093,383512.8971,1174697.032,866397.5809,758464.9736,546758.3422,283687.7105,263382.3204,470157.0354,708374.4925,620842.3781,353451.438,1141992.704,352807.6034,465250.0465,369887.6019,696784.1106,330793.3097,390665.9304,512059.377,2828740.671,397833.2335,847855.1543,604387.9044,652236.1565,500616.6594,425520.8276,517777.7142,509359.9352,626309.1052,482148.8522,236845.95,390520.1005,752428.6071,667391.809,799347.0411,460851.1635,607917.8146,432443.9269,800355.0579,462342.5993,543878.5794,740551.8527,1538676.438,
X27792_341.2653_8.34_pos,8600.133047,NA,NA,NA,NA,135068.115,8173.504834,NA,7608.976191,10851.62663,146594.0089,9491.179775,67694.01463,329059.7112,58467.28581,237497.4722,8090.14084,95717.21915,8611.356328,77727.14554,382868.5975,10861.33447,21871.5068,69754.1983,NA,106939.3593,373981.9648,152111.8986,112734.9481,NA,81313.65214,8719.899932,NA,50687.55391,70625.12048,8917.661748,NA,105964.4257,101163.2955,205633.8814,15422.04311,154487.9645,779342.0097,5970.983057,NA,133711.8528,345126.2911,NA,63814.39597,6780.867351,NA,NA,572384.8382,NA,8017.097871,NA,8728.183975,NA,NA,NA,NA,12188.54139,NA,7555.126777,NA,8014.337197,
X27844_531.3503_12.22_pos,75174.70017,NA,11951.69889,NA,16077.43934,108621.6478,NA,10918.81673,352868.1239,50358.93844,122193.6333,92935.68829,17491.32885,69173.51084,69910.93655,236788.1466,293561.0588,27202.45394,245325.3827,168818.1799,66736.47518,16919.34311,152307.6311,NA,94268.82287,79858.54348,637257.1471,49468.98961,255799.1135,56793.36026,224096.4049,283320.9458,14933.86002,36957.76786,127176.008,27768.49955,289704.4303,144796.6703,243675.6631,216211.783,193267.981,234250.4566,595609.8764,NA,19386.05537,124299.7131,414693.0137,NA,223347.2054,NA,NA,NA,365037.7651,8540.830107,NA,NA,NA,NA,13208.89822,NA,NA,27892.7678,90938.79527,NA,NA,11704.14387,
X27853_261.1321_5.35_pos,101718.8676,86595.00631,120432.6887,63180.22002,90251.24936,44151.90193,44318.71179,57532.61105,81416.2616,46943.97285,152389.9871,109130.2437,63226.86973,38294.42186,52064.38293,88731.91602,90878.19193,70400.37391,50815.61063,87582.59223,239214.0138,164371.777,74219.63446,47196.08831,25207.08135,108751.1931,342265.7512,51834.70963,119290.2302,64497.82479,162591.9183,40814.3315,89489.94912,87191.31195,36701.49284,51923.51925,43897.42335,30874.66217,227677.0383,65101.56586,115100.6648,130635.2249,743928.1607,111629.1524,81070.55499,55371.70976,267388.4148,98178.06709,59767.62076,67737.19151,144366.3328,68744.97943,555952.9735,86938.84694,87404.73252,119895.3333,119352.8484,77792.13161,65674.80354,45954.62498,41736.62229,52804.66207,33024.37099,47168.41078,25107.75762,70608.87987,
X27899_313.1502_6.92_pos,152927.5961,31101.43465,32137.24897,108890.1681,32581.08727,167347.1452,48572.53965,16420.99734,38569.87875,255353.3389,46526.45519,103692.859,36819.31641,143432.5317,26233.78652,149128.8456,309680.1764,124412.9461,196274.7868,94056.04537,180410.7752,20482.73895,140308.4893,34874.8452,48903.96428,49556.16542,62675.99232,161336.3862,170156.0565,66755.10387,68403.73219,77715.57867,23672.79762,31961.06684,67861.54852,20002.19842,64111.3217,85226.14512,101869.7153,193192.0805,274877.9273,42451.89691,669568.5244,47608.55531,99908.46668,51476.78973,62735.28332,15688.60682,48560.24455,41664.4142,63492.98563,9670.557821,460519.5655,23817.87686,61611.07014,14958.19061,25850.58047,35365.26809,148495.7395,28465.54301,46472.8207,134372.9591,65614.53926,38254.5437,61812.69586,18004.55408,
X27903_395.1553_5.92_pos,28914.14543,8789.146553,12103.13502,10716.97151,35506.29964,27197.57906,61729.24744,8549.511709,59299.02316,15050.43229,28172.32131,56328.45861,84438.43445,52839.83445,82545.95155,30900.14385,127244.7793,77444.96458,29990.00771,12384.73453,96575.45109,NA,36345.63141,41746.16694,15713.3417,NA,50195.21712,54665.85645,365083.0827,13560.72229,139455.0563,31455.31061,31144.89656,42014.45039,34401.72891,47104.81219,116735.3155,20443.36852,296300.1967,125697.4599,17682.17988,NA,462096.9594,NA,20817.55726,79873.08199,40034.85387,NA,120097.6818,NA,NA,NA,351303.2695,NA,NA,NA,20967.54583,6859.461826,39368.40888,NA,8814.258105,26804.95154,20624.59324,18590.20102,15871.50904,NA,
X27914_233.1334_2.35_pos,14736491.62,27347427.95,182800.778,846025.4338,300263.4123,4136579.815,744926.2425,6351629.808,32609423.16,4796829.351,3675662.757,1115221.692,1417835.562,769609.3772,736831.8476,1648570.235,633676.0655,2685415.557,4880609.552,4300275.57,524387.3419,44545.02876,1568527.194,1570361.103,1922357.178,1107231.823,366719.7482,352706.9911,1110145.256,791798.0817,1166199.402,5113470.238,1083525.017,527074.1532,3566536.304,6474319.058,20040767.71,3458072.447,703312.0646,1078148.512,3893383.381,923462.2772,1316453.85,38910.26553,6023106.309,1088743.889,412093.0051,20213.85457,4101929.923,10435.02516,1034221.643,46597.2498,968291.6852,4445325.138,124925.0229,36788.92209,221686.8276,21871.17292,4654545.959,37039.13295,13777265.08,3041174.755,3685300.65,241408.3894,2076712.744,382284.7729,
X27921_325.1874_7.44_pos,15376.14598,39890.80424,39046.30421,32384.33096,28816.15083,108298.7265,19254.04065,27281.77894,41077.11312,89581.18133,79069.74988,51398.31428,90107.41501,58261.70856,177094.7858,934826.4684,52896.14121,616805.9982,63912.58173,132855.4387,323557.0344,31881.06794,100781.5318,102236.0457,49853.22926,40361.68746,42766.83239,181712.8008,260418.9683,43980.2523,291262.2007,34419.94113,NA,115039.6584,87332.42402,33699.70714,24616.10106,404265.7732,272571.1958,237806.9502,176073.4346,68762.6683,1593088.357,31353.51308,23810.55908,89537.60203,97778.64189,77675.14507,59904.49283,122964.773,40998.38636,103139.2459,443507.673,27099.67318,35825.95713,44498.55012,25010.2885,40195.25849,45355.41658,61496.27561,85207.6005,68642.80957,60528.23923,54014.11946,22981.38123,29540.68025,
X27953_309.2073_9.76_pos,62862.12616,32303.77515,12134.04486,10421.89346,29452.76152,65678.39862,21790.21011,16106.68415,27340.90028,80439.15018,84310.73007,28553.82123,65065.69018,296229.4602,83055.56479,83353.4649,85365.65618,220171.8792,57536.83459,44603.43416,202169.1779,30931.94396,158370.0243,60645.62338,18201.54369,50434.41932,156431.4653,47662.77691,231209.0017,NA,119712.0902,36967.25785,50295.08156,45702.23558,34824.66218,9664.66626,17928.91418,23049.26503,138233.9024,172682.5781,129080.6899,50172.35341,577120.4696,35807.97114,14339.87109,193694.8767,152820.7456,12907.75044,55362.09677,20375.69848,17035.78263,15026.34907,399279.0201,26978.10449,19095.61853,18760.17416,11734.18043,19073.63698,41203.25499,11777.9098,42240.14306,32554.68718,86298.98739,16763.11605,24483.58468,13063.12582,
