,41_neg.mzXML.filtered,54_neg.mzXML.filtered,28_neg.mzXML.filtered,15_neg.mzXML.filtered,2_neg.mzXML.filtered,5_neg.mzXML.filtered,9_neg.mzXML.filtered,7_neg.mzXML.filtered,16_neg.mzXML.filtered,3_neg.mzXML.filtered,6_neg.mzXML.filtered,17_neg.mzXML.filtered,8_neg.mzXML.filtered,12_neg.mzXML.filtered,13_neg.mzXML.filtered,11_neg.mzXML.filtered,14_neg.mzXML.filtered,4_neg.mzXML.filtered,23_neg.mzXML.filtered,21_neg.mzXML.filtered,19_neg.mzXML.filtered,10_neg.mzXML.filtered,33_neg.mzXML.filtered,24_neg.mzXML.filtered,20_neg.mzXML.filtered,31_neg.mzXML.filtered,18_neg.mzXML.filtered,32_neg.mzXML.filtered,22_neg.mzXML.filtered,35_neg.mzXML.filtered,25_neg.mzXML.filtered,44_neg.mzXML.filtered,26_neg.mzXML.filtered,55_neg.mzXML.filtered,27_neg.mzXML.filtered,30_neg.mzXML.filtered,34_neg.mzXML.filtered,40_neg.mzXML.filtered,39_neg.mzXML.filtered,42_neg.mzXML.filtered,43_neg.mzXML.filtered,53_neg.mzXML.filtered,57_neg.mzXML.filtered,29_neg.mzXML.filtered,37_neg.mzXML.filtered,60_neg.mzXML.filtered,62_neg.mzXML.filtered,50_neg.mzXML.filtered,47_neg.mzXML.filtered,59_neg.mzXML.filtered,61_neg.mzXML.filtered,64_neg.mzXML.filtered,48_neg.mzXML.filtered,51_neg.mzXML.filtered,52_neg.mzXML.filtered,38_neg.mzXML.filtered,36_neg.mzXML.filtered,56_neg.mzXML.filtered,63_neg.mzXML.filtered,65_neg.mzXML.filtered,66_neg.mzXML.filtered,67_neg.mzXML.filtered,45_neg.mzXML.filtered,46_neg.mzXML.filtered,58_neg.mzXML.filtered,49_neg.mzXML.filtered
1718/327.1095mz/5.69min,1185028.986,1360392.803,1259148.011,1340381.044,1194684.401,26567.7939,321508.584,419340.7184,525107.0018,203211.6298,808157.6126,875346.1749,748557.3076,416903.8816,323900.7005,604772.5638,797747.56,681383.8083,162681.7941,1286005.459,671320.8812,559200.7052,1557749.006,2141747.141,545580.056,844171.0599,824569.5087,1301246.393,716368.2605,221591.7288,851343.2128,1485511.474,2090102.326,,2284748.702,721705.7478,2536259.664,60916.65129,1001223.774,237625.5197,717651.809,39534.46391,,1718876.544,448289.1531,,1985.451079,1867390.748,383786.9548,654799.5455,539448.7278,,1813971.717,749865.4474,1841837.793,4825006.646,2274493.364,637534.9311,1569611.739,428504.9573,238277.2891,781887.9437,4453312.656,4528508.3,2665256.964,3581990.433
1720/289.1059mz/12.19min,1280048.999,1316446.092,1229397.932,1288854.376,1222106.854,1259663.89,1168321.501,1252900.119,1411439.7,1102050.193,1272081.731,1232717.569,1253973.209,1205255.657,1182055.473,1377244.164,1207574.394,1055461.267,1295807.286,1173934.871,1264889.104,1130442.993,1417577.112,1271059.54,1216451.065,1315656.839,1305104.057,1382675.106,1289882.033,1227300.249,1248950.352,1296602.785,1209690.101,1582068.501,1265946.531,1271610.127,1254354.238,1276916.678,1268345.06,1380075.355,1250403.798,1441376.548,1673965.709,1274551.512,1281668.654,1580830.818,1595077.475,1370074.962,1332764.46,1699454.032,1404037.245,1659119.051,1363750.388,1474537.778,1376820.649,1231247.396,1361496.043,1541892.376,1508746.619,1454246.572,1412451.739,1440989.914,1327928.576,1301192.711,1407897.791,1258768.255
1727/201.0126mz/4.21min,2771657.168,2847634.862,3105844.161,3108902.496,3119569.827,1089793.438,1541823.101,14001.23769,5170.377876,2273525.278,126008.5534,3431757.963,2661997.02,4811141.948,5343231.978,2712309.699,2630896.798,1152178.792,2157695.458,2003210.708,4016822.3,3536246.334,191723.114,3410336.722,3494.797778,1372071.329,5449.301953,4532.101934,829764.4785,1560310.541,10101.78963,4297426.706,3954240.194,9049.222983,5517.125449,2410475.523,337706.1293,7023.887175,7947.507402,4498.914888,4925.55624,779681.5532,8609.981372,351112.8124,4531084.845,5764.999189,13625.90901,4483357.081,3934301.95,2321427.634,58887.56198,9950.770649,337056.5565,1137145.023,224956.8041,4513235.6,8227.071138,825550.7317,4240971.131,4295067.411,3259853.158,3814736.852,4546734.164,4754116.726,772998.8468,1215058.248
1729/393.2113mz/7.30min,1284110.255,1357210.562,1403399.676,1432276.963,1565242.161,29073.74099,247461.1301,135874.925,78934.05098,159901.9188,161169.909,209942.0381,305841.3483,294443.9429,285446.9414,147436.5909,116005.2177,234127.6701,1558940.467,954286.2343,2335771.505,128992.7271,404594.2021,2008748.112,608349.4214,663644.1809,420614.1567,646888.2996,2884893.138,1491960.353,888873.9664,1509059.422,1854775.602,,780169.7007,1540541.739,2098260.404,910371.7688,523789.9375,111543.432,137873.3452,22960.24552,,3289401.426,530936.3798,,,1107466.656,2556608.208,193831.5714,123152.4145,,1247842.632,1218230.073,1617550.565,3451328.831,3359503.959,215589.7397,768700.175,408888.5246,1282388.57,1563152.846,2722725.434,3108850.473,4431502.901,5615417.906
1730/236.0520mz/5.39min,1525295.059,1852156.56,1983311.39,1883581.127,1934693.029,131167.8814,666036.3978,410282.7145,267765.9377,62283.0353,443038.3558,1082172.092,1313319.823,392923.2236,773804.2441,1745941.821,817272.7595,801757.4666,2282606.341,6497934.25,1035580.921,3650860.546,1465123.374,1741650.361,436123.9978,2038858.732,977705.133,914215.2224,838940.9606,1864522.753,896063.718,889791.9335,1745230.79,31768.21386,2855458.034,1209625.662,2513721.017,1373148.687,599051.3592,894602.8969,710090.1022,134136.5278,50777.54081,1840454.718,1433326.138,55685.35371,16594.51151,763904.4627,2468776.768,440657.2259,309555.337,36937.36168,1762125.308,796179.9812,1943284.164,2797818.902,3067347.903,634112.744,563334.0568,1683598.857,923234.0337,2564720.191,2190226.644,1833781.173,3124265.961,4704926.733
1738/695.3210mz/10.92min,1069379.428,1012458.852,1220140.757,1159487.041,1285879.966,,,5189.100864,,,4027.931602,51921.38096,4415.893872,4670.358662,4139.602441,8947.402703,,5052.477158,32074.22347,7224.585029,481317.6013,,307642.3191,1691007.529,4445738.313,8310.036226,3371259.49,714974.1893,881534.0788,5397.230241,5822148.741,399163.3099,132215.5467,,729336.7024,693477.6455,87625.69828,385914.2217,2034678.704,84389.80548,631803.3305,,,37280.52058,206547.1523,,,4343.30001,883718.1609,34621.01689,,,98500.17199,498174.7089,118308.3582,5388382.426,2406079.166,,,54896.87394,327888.6145,510431.3022,6749320.708,5255010.333,147133.9214,191174.7271
1741/1129.5452mz/11.64min,1358059.954,1466855.469,1460699.456,1532487.872,1470125.344,,4021.320724,3757401.324,639822.6145,10989.41134,,1735985.637,835050.7607,20449.63478,5745.810758,85618.70761,,20033.01026,33370.15701,4870.358262,81577.89006,,40433.94032,631407.815,11700000,,2450211.078,1370214.929,855330.1999,4591.411245,13900000,171496.8606,44717.54796,,2138061.317,945682.3422,15196.00089,785493.4916,1838031.949,11800000,2140880.162,4232.681689,,,369447.3662,3883.645385,,1023252.758,5572861.152,1158417.954,4825.498292,,62022.90059,777790.2741,11088.4976,345443.6223,2411414.798,,815727.849,124918.315,23763.51476,3458888.724,211200.9221,205819.8399,6581.483467,16053.16805
1750/291.1812mz/11.05min,1164717.447,1211645.343,1270276.999,1196580.292,1287156.72,278956.8512,3239102.83,3136783.765,2770105.982,5532011.163,4698405.898,4493659.019,3479297.507,3071599.242,1699708.045,3668602.476,5013486.312,5512387.04,202759.0154,116431.6033,78558.54709,4394598.732,11401.54791,65597.38292,117588.2933,124179.2953,30891.90085,118562.5413,111861.1025,164388.1424,57459.77352,62910.46379,22091.26405,,135314.7088,112744.1768,167365.8886,141177.5461,35908.87859,63723.31326,45521.93368,208794.4181,,207957.816,31947.29941,,,90223.09816,93423.2268,2948202.037,3233162.278,,94554.93507,124834.1856,128395.4603,149099.9849,296664.3165,4612477.962,52135.16117,1568589.402,1747346.137,2095355.442,194029.8908,67842.95892,219672.8481,198289.46
1753/551.1884mz/6.57min,1067225.752,1470798.058,1592503.507,1542765.172,1715252.441,26078.47419,1121161.319,1198827.038,1197074.788,1084573.247,178406.4438,432158.7973,42772.91667,223233.9633,475356.5248,364789.6178,232961.1693,1385123.137,728740.1429,58889.03588,878327.832,458198.0742,105744.2747,1592112.636,571666.9954,71157.75769,974611.1034,19757.2705,2507100.993,645401.3848,746200.5524,474021.76,964535.2801,,28280.10984,1528241.681,976344.2465,130228.7593,1001790.76,540761.2927,1586633.176,51326.82121,,6004809.16,1379780.873,,,404686.0464,853709.6725,381339.2509,249081.4498,,1253028.98,1553302.493,1039668.529,2009551.647,111951.6257,1052444.361,301604.5414,816226.0201,820873.4967,647771.4012,2331362.066,9964988.268,5879980.274,7188338.996
1761/257.0821mz/11.50min,1274538.464,1329174.434,1312706.485,1404775.562,990782.4166,,2433745.747,87734.39495,313120.9266,27773.73799,4053973.875,87169.63968,72907.96002,788505.8393,676320.8655,107130.1439,29622.20732,1558022.006,17999.09355,42243.04102,5692826.156,4922.392711,181880.2307,1414353.423,146078.6046,115583.0988,1207533.862,6691830.047,209220.13,112215.7708,157562.8148,2058666.499,2731531.895,2746.445125,9085160.966,160721.7589,136000.2762,81539.81584,569490.5978,148232.9662,995798.1023,,,65650.59917,237744.9673,,,6072351.184,247979.8935,51427.97671,2761084.212,,188828.7439,49179.11137,161355.4367,120120.3411,511267.6026,1422256.67,4976944.467,108461.0042,3774346.932,136123.7887,167024.632,149450.3999,341659.7954,372410.3844
1765/416.9977mz/3.60min,1255082.819,1334849.029,1375161.278,1105218.689,1486134.594,24916.69899,87482.64671,71008.53095,41890.36973,189073.9145,10426.85925,73233.31215,108862.6486,42423.61366,35206.99406,56883.11453,366001.7547,200542.4686,2112354.766,1919952.688,1606890.273,35897.55649,1386625.018,2705242.859,440037.8718,1183335.955,388991.3755,1068606.176,905856.0685,1590813.214,729684.6549,1796591.214,1822648.385,,1883169.621,524381.6227,1351699.871,1648627.276,650733.2327,98557.95583,312195.2314,9983.283193,,1922426.102,742280.8964,,,73971.39609,1367377.378,103654.1426,8864.585654,,1047149.38,739682.7515,1110839.866,3274049.121,4687829.697,101383.7978,131038.4034,449486.7371,852028.0042,688867.5754,2576258.689,3169235.491,2416096.244,2704473.115
1768/337.1506mz/7.34min,1300239.764,1578946.52,1681423.359,1562292.535,1676883.24,5689.286851,841882.1534,544395.6413,978727.1199,414257.95,662097.8753,965615.3036,587336.2271,605120.7466,595775.0507,1998593.7,727649.9873,1181866.412,634292.1313,1815642.469,541097.89,489551.5915,1116958.274,895957.2703,520307.1134,1148435.907,245245.5414,802422.8782,2535914.318,326649.9318,573180.4768,650843.2071,919042.0222,,1417158.058,4130052.686,3317011.785,612378.4669,316292.6321,131796.4141,109509.3436,5226.912308,,4151116.466,532788.2179,,,495370.9163,1139760.85,587725.3928,406420.956,,2200222.56,2168541.879,2569112.34,3219008.806,4182957.511,770705.5628,407022.0519,1123834.526,647939.5839,946527.7485,3334591.844,3500204.248,4315423.566,4404068.407
1769/387.1505mz/8.87min,1111258.51,1574772.685,1525699.622,1488899.508,1418403.288,83027.43353,444274.7712,3030039.833,913180.7748,621312.3975,515459.3632,628572.9953,301604.4547,865531.5865,260937.3823,903882.5123,69098.77983,234306.0052,59309.09689,33895.99564,677892.1083,556141.5475,3136820.448,1954056.205,753050.1462,95262.48492,913027.0707,169561.0282,2330078.717,183999.6447,940628.5306,441524.7045,2978497.617,18767.19584,274885.0476,38019.02965,450801.0472,191706.9337,424762.3034,106520.099,759545.7398,49523.75753,17873.87402,4942485.456,442701.2669,14139.13559,23834.3282,249194.9038,769026.1068,527826.8277,229641.9981,20042.00352,1012145.485,168711.3679,522568.5912,2849500.437,2638813.92,385138.7808,221892.9548,756349.0229,717249.1925,606646.0355,6252521.558,18500000,8912340.519,8641043.081
1770/467.0820mz/7.43min,1266483.448,1492700.937,1422425.892,1231119.352,1483233.814,6290.465918,45399.12494,,,8054.173916,4116.447686,84814.60819,84541.13921,17368.47808,39819.91651,16374.31436,7331.621279,140363.87,101321.7933,710850.6285,419538.5313,48056.38921,5964454.064,3361847.313,33427.59466,467331.2908,,1232862.821,651491.7312,89776.25376,47722.73414,2012936.264,3198396.592,,3456034.254,1585568.165,614797.0499,195667.3499,154445.5651,,,3365.044087,,3307914.889,108838.3573,,,29756.46678,675887.9649,34138.76402,,,672555.3856,137412.1948,662957.9957,6528733.298,4043578.966,64364.15414,8724.39646,121837.5405,188177.17,477004.374,3379165.253,4868835.287,5887029.823,8026301.115
1771/425.2189mz/11.87min,1074103.932,1108778.053,1156413.28,1202229.725,1314145.905,52729.53989,2142187.682,3039881.227,1985078.661,7553004.728,2636547.762,1846391.591,1870280.244,1784546.733,1832894.856,2179188.698,7586720.093,5499595.123,395397.4517,422667.3425,72581.24045,2984761.572,31060.81241,152109.7931,203681.6146,429990.8775,32266.66052,152132.1411,383416.9078,435954.1688,202109.3442,50008.47807,246577.5893,,149041.2159,324574.9707,180108.8526,356660.7029,29620.7956,44027.67414,70914.85633,72304.78972,3151.994795,377722.8736,46182.13049,,,63486.28378,133544.4728,1177189.552,1776852.515,2661.866199,328135.5507,411082.5236,296128.8999,193828.2699,782348.8143,4467779.709,72879.5234,913624.6295,1078058.578,1036667.036,216392.2556,221190.9179,350276.4632,363677.0604
1785/411.1892mz/6.28min,1128960.135,1284240.213,1330022.803,1339880.842,1462510.41,41429.76548,294006.802,236975.9813,420629.361,460335.6505,343586.5904,312212.146,449157.4216,111400.0172,78326.30952,191452.391,518013.8165,1006192.705,1265269.405,723743.7192,435551.8164,647058.1195,159273.9792,653068.6851,1377347.099,636336.4863,750838.1587,519226.6357,4551870.368,1518863.805,2033362.259,411274.6671,1248939.328,,555588.2689,2519202.124,422429.6694,910058.5225,1065230.431,109044.1359,959164.8654,33718.29127,,5727064.495,12963.07059,,,328618.4869,1390265.506,189521.1572,289777.6263,,353683.5554,3106346.122,380154.7943,1088720.695,2711796.977,791791.738,260941.4323,45429.01705,464958.9383,944790.2755,1741275.889,1599497.601,6247174.107,6374739.076
1787/403.1513mz/8.50min,978988.0391,2081093.383,2496296.277,1592558.781,3507237.231,281947.145,1995309.563,1029034.455,1124083.588,3730935.092,2596401.387,1166187.83,1838710.306,3789518.648,5581561.255,868702.3992,9472018.177,3776778.039,2825792.994,3367684.451,1610026.613,1980814.785,364940.9917,1389867.881,462412.8969,3735081.422,560140.6383,1715649.568,2145483.955,710216.7321,679571.5172,2157891.026,932350.4197,,3092332.471,4303248.56,3604522.571,411731.7723,475536.8704,675525.6891,1288609.937,216924.132,,5345030.214,793743.04,,,1498139.073,3106229.006,656095.8833,1858658.449,,4152059.003,3527416.218,3616454.606,5287419.026,7169802.984,2834558.424,1644149.257,670923.2646,3244428.258,2341275.868,3718332.099,2593987.315,3932704.037,1859696.385
1789/553.2168mz/9.30min,1225492.904,1285660.507,1399359.559,1348911.026,1450640.52,,3110948.516,69035.29659,60884.58165,120188.2442,2592009.043,9025632.641,11700000,3143807.909,1917813.76,7035509.91,40780.04814,54352.46113,266421.3858,44462.1411,95143.33979,95828.69543,73519.32413,763253.2948,5917.840928,35810.66241,149744.9755,1402239.547,33111.86503,125340.5783,30200.11305,320680.989,1329951.73,,2972129.94,33793.48114,178695.7937,86082.0006,140932.3201,23065.24369,27360.33955,2842.933081,2318.624385,62660.17556,865041.2848,,,451844.5105,476897.1903,5799432.744,1650080.164,,141447.4189,65432.06785,190344.7133,1385441.234,2485624.249,109870.4581,441096.1447,3659057.443,1704136.625,7833377.92,1436884.209,920919.095,57830.31695,159478.1167
1793/393.1772mz/10.32min,1309582.226,1455994.14,1489418.796,1564240.14,1691456.738,93035.25032,1226063.476,728193.6964,451995.9408,2801594.063,1543664.302,922386.4329,739627.5843,1256411.263,5292231.336,1176443.039,7559552.388,2491574.374,1760656.421,978480.642,1062472.873,836274.1636,167860.2266,1166263.496,1147075,964185.992,299817.9694,775273.8524,1152060.377,1868606.087,1240558.65,960288.4838,1122924.402,,555877.1004,1435805.824,1011633.091,1625556.109,394457.9467,394485.8436,330466.4559,51487.53257,,1492063.752,578544.8966,2010.717107,,713054.647,812145.0763,545896.57,1097926.43,,783446.8663,1218314.779,877286.3586,956898.0068,2456630.411,2046844.341,541575.0266,798231.5032,1109916.267,955480.9284,1354337.248,1225475.812,1791820.228,2086409.153
1795/159.0654mz/5.35min,1677990.502,1921814.812,1908802.401,2019418.498,2212859.516,1139332.886,1860583.273,1285523.86,1201676.66,1091300.672,1397387.466,3569899.666,3958333.665,2067480.778,1942148.866,3380352.771,1422590.504,703818.0231,1340726.845,1572176.095,1988441.913,2949307.348,1595252.809,1847402.623,1092437.307,1219720.231,1543294.699,998936.9275,1821372.766,1392142.739,1650365.148,1644807.327,1709318.338,169710.9551,1190867.455,1519697.303,1786620.389,1388169.635,1238431.628,1091444.645,1014122.157,855325.6499,78890.02004,2097133.126,1147547.716,212285.7576,220237.3856,2081520.215,2204889.586,2598542.634,1154250.923,176493.0989,1454994.011,1261654.717,1701008.246,2007360.869,2263039.036,1020395.347,1665004.187,2468755.705,2048045.183,3413482.595,1422853.007,1580104.532,2822569.26,3240849.793
1798/635.0102mz/6.80min,1478241.564,1144600.907,1603186.69,1678511.345,2050263.25,,,746364.9795,204479.7762,,3077607.679,,9254.884438,,,,24286.90301,1147324.465,,8171.287563,,,485469.6394,,1552068.334,8915.01293,1801762.141,2605040.91,,,1407080.911,,5184.109482,,1985877.714,,1375140.872,189382.083,396682.9622,522326.0433,729777.9701,,,581588.7425,,,,2317685.852,,2982.214028,273276.3129,,1364232.335,,1420686.723,,698775.1254,763022.4152,2111409.001,,,,,,1175998.651,409311.768
1801/339.0724mz/9.49min,1139798.62,1245839.93,1342126.571,1302167.003,1418314.276,,66807.94075,,50613.19308,71797.14107,9288.062699,123115.9057,203237.5491,7112.277422,3512.061147,461608.7004,28600000,264757.6444,178318.6137,896358.1645,371554.5755,1.60E+07,1169677.231,579462.707,101665.569,638704.4318,426476.1983,284869.8242,472972.8447,196332.6495,178445.2642,517927.5818,971524.8719,,373056.6297,63812.81112,301574.0016,74862.50583,646306.5882,5334.652559,370241.2253,,2380.180605,363827.6056,590562.4085,,,58153.7484,365256.6318,49658.64481,,,409039.9171,101770.7225,395940.7009,373971.375,920292.1935,103651.7725,47371.37648,471605.2101,138834.203,270345.2703,328694.3913,529717.5535,372633.4596,574966.4136
1803/492.0933mz/6.40min,1033882.615,997418.0483,1175274.305,1147315.968,1080085.877,29889.16344,125801.6846,87471.42747,108215.1888,81125.64661,51958.62595,65880.57199,92002.37536,25314.64506,6966.642275,16179.78574,122227.4207,13589.78955,2094228.72,1112716.745,786308.1028,1077731.727,300266.8395,1427826.498,678498.7385,633582.7926,2475638.679,924219.6501,1369734.421,1566681.345,832043.9281,765062.4434,1482370.709,,1492438.069,2941651.345,537237.5414,1686643.491,1217508.929,380549.4159,1209126.473,14522.98389,,1217483.115,59378.25082,,,1545545.55,1571988.602,36921.17496,20433.7038,,510107.4464,1396094.529,517817.513,2387236.957,551448.0661,5415.725435,1221550.599,63323.00883,370307.4714,887360.643,2311338.027,2088280.177,2128848.712,2794164.317
1810/443.1541mz/10.27min,1301407.072,1496693.346,1416351.21,1540554.061,1441458.421,39879.1253,1610325.375,1135597.925,1778425.95,2093683.507,1522844.367,2140285.205,1467145.691,1502892.649,731105.6969,2290453.877,4076022.904,2585091.439,809529.8847,1226129.8,2687933.859,4042505.294,245604.1069,1586170.728,447914.2289,1433479.728,1501763.736,1827383.096,377319.7749,706275.8461,903679.1286,985390.8537,1300937.739,,3042057.944,558405.1392,380426.8148,446814.1425,978701.1992,691225.8344,1192862.943,39564.68314,,431112.3111,361608.416,,,270795.2546,358538.7109,1427869.487,1032328.372,,516664.327,342756.8584,470650.7986,824011.7033,1278735.584,2101549.342,217743.8357,1297153.665,2018925.644,1037690.515,1184092.375,1362869.581,987723.3763,1561362.644
1816/729.3333mz/12.53min,1265058.948,1129212.626,1843230.223,1826376.067,1881433.312,,67667.93479,9235.017957,8026.619062,5774.46094,26976.34006,96018.1492,35614.89075,42917.21997,41994.34836,18804.81224,170904.9598,7489.426436,5337.904351,70298.77979,1836345.623,24315.45513,4501742.149,4769439.346,,29001.87514,5469.25333,264930.5285,122831.0791,5141.591978,6654.051387,3649972.653,2547869.614,,706345.3631,174623.3086,1854642.863,,23284.9563,,6658.950117,,,21336.80396,19216.75548,,,43444.10647,1077601.78,55914.61351,11971.46631,3987.649819,1156638.887,143287.4238,1447761.475,6187131.596,1969061.49,5231.194233,16391.99477,15534.11723,1084722.756,675509.4938,4993965.029,4113834.165,131602.764,208792.4491
1817/269.0484mz/10.57min,1292664.49,1507910.883,1409251.018,1418501.773,1323032.91,3694.568389,9616.51366,60051.72561,199580.4033,57491.21176,53077.1441,93102.64175,59139.46844,14870.95884,13840.72314,80430.07502,27571.37804,2340314.034,12800000,472679.3317,310513.8807,635985.6585,834407.559,682974.0511,138601.8742,628695.5719,595338.6178,126476.5536,2196091.621,838464.298,326120.4302,619133.1253,3113016.718,26377.81476,338062.8566,1572599.351,620087.5465,7983266.639,594667.9031,123953.788,452298.5862,11801.31612,3333.743086,2070692.375,511498.3444,10016.3156,3915.716309,222855.7504,954234.4204,66538.02207,57190.30399,2925.128994,541410.938,1697444.95,623986.96,1509227.578,3317886.908,2001932.63,190980.6005,395553.3109,167069.0748,530996.5462,1195818.157,1376890.337,4319716.49,7160269.348
1826/573.2867mz/10.14min,883378.3311,1182013.038,993350.9208,1046147.957,1161767.213,,121587.5382,26322.17368,132666.3678,71246.98943,183393.6808,241213.5368,378594.8885,111427.943,427624.4957,322120.2018,72737.44725,861145.7564,569477.5851,7820.298281,2608386.75,63085.54169,2272136.618,1769640.561,196430.6874,20909.27484,1844997.449,2109635.909,1199408.06,277245.09,372734.7705,2018711.24,1186555.562,,3139544.722,2645997.502,459213.5249,4787.589199,1094019.339,279168.3301,1303622.04,,,60349.06043,3539624.023,,,2242851.097,5557324.242,163941.8562,72754.94941,,506422.6268,1437866.712,460272.435,70870.27783,846251.6559,797808.919,1709224.716,1916309.464,1331322.712,3081659.175,57153.58914,50092.88043,160878.2389,406378.4908
